AMZN,ALL,CBOE,COP,CVX,GS,IBKR,JPM,LLY,MET,PGR,SFM,TAC,XOM
86.76,122.09,255.02,40.47,112.23,294.53,13.67,118.44,-684.47,184.49,60.15,42.82,89.88,107.60
38.24,285.29,-2.81,53.98,58.39,354.13,8.63,156.96,-131.09,183.59,61.64,164.30,40.42,44.30
101.05,138.81,54.11,70.23,62.65,383.63,9.75,180.92,145.54,170.79,63.99,130.39,35.70,49.95
69.69,164.13,174.99,55.72,93.89,351.76,13.67,225.27,175.82,177.79,55.72,106.39,45.20,39.58
93.78,149.63,33.44,43.55,56.67,244.74,12.40,181.59,35.20,244.18,63.79,86.57,33.56,42.93
116.59,244.47,31.00,65.44,35.77,322.61,13.51,261.69,36.58,208.25,77.08,100.42,60.93,30.25
94.94,209.76,116.70,46.21,38.84,198.91,4.90,125.05,186.45,318.76,109.54,164.45,64.76,54.70
113.18,211.83,178.95,61.17,36.13,268.94,13.33,116.44,-220.75,229.66,67.96,114.32,60.36,52.63
55.19,155.34,93.87,81.15,57.30,234.33,13.79,210.53,8.13,393.05,59.42,87.43,102.30,55.69
110.15,254.28,47.71,71.88,70.40,219.20,14.13,155.28,-211.39,175.16,79.08,254.81,20.13,23.35
69.58,115.13,56.29,103.05,29.86,480.27,8.26,132.55,-25.50,200.65,73.40,98.98,64.77,22.23
39.29,114.93,110.98,63.88,28.05,371.11,21.35,154.47,258.98,328.42,62.34,81.63,80.34,94.04
196.59,265.62,59.28,75.38,74.36,312.36,11.42,99.25,64.77,194.76,73.08,130.55,44.48,53.48
123.16,233.34,-39.76,46.80,75.80,496.55,11.58,151.40,482.21,501.24,59.26,40.69,54.64,34.79
205.95,164.83,24.72,44.21,37.47,271.64,14.72,133.88,269.03,169.61,78.73,145.04,48.95,19.25
118.24,82.44,48.60,47.41,66.17,326.03,11.06,163.38,-107.85,311.44,65.99,114.16,16.82,24.25
141.57,203.13,129.60,38.01,61.83,431.57,9.43,122.65,-51.30,243.40,92.85,109.06,47.67,31.82
71.33,336.66,18.20,53.25,33.18,525.87,14.08,188.07,-648.65,197.07,56.84,89.97,48.70,42.23
118.79,167.60,144.30,80.69,130.97,318.46,12.44,122.50,113.50,197.56,82.23,149.72,54.19,37.76
34.74,187.07,30.77,34.44,54.80,327.63,9.58,170.68,-12.14,138.16,43.66,251.50,82.20,38.85
133.38,122.80,166.60,49.42,66.39,468.25,10.81,160.64,-36.73,267.07,66.93,84.69,34.18,41.79
54.98,145.08,61.48,44.40,49.48,186.82,15.11,102.61,-33.74,207.85,61.22,106.54,46.45,23.44
-1.10,123.69,58.36,80.72,81.61,137.07,11.68,162.88,-333.23,169.10,64.06,89.89,37.57,57.44
50.98,163.56,40.65,109.80,60.98,389.26,9.91,119.79,285.67,141.64,58.60,55.32,149.97,58.00
31.12,240.93,117.13,56.73,78.39,262.74,5.30,147.30,257.05,171.90,72.91,63.70,62.50,43.71
55.17,144.56,66.14,46.32,35.63,297.23,6.07,134.51,47.68,292.62,62.48,150.52,45.82,63.18
230.94,252.75,64.88,33.43,37.42,228.89,8.33,167.29,-331.06,259.94,75.29,70.48,47.84,74.13
109.89,163.82,25.98,90.68,77.13,449.63,12.08,127.03,40.63,138.49,59.81,94.21,62.43,54.77
115.62,184.02,87.99,67.41,55.25,312.06,17.64,121.56,102.56,165.86,74.45,79.73,56.04,47.43
107.68,195.09,11.87,123.09,106.33,431.02,15.59,155.87,-110.91,207.75,67.68,59.66,84.76,39.32
56.25,148.30,50.96,57.18,83.11,306.76,10.54,130.09,70.80,242.90,72.52,119.46,109.69,53.35
125.32,127.75,96.98,99.69,67.80,370.25,9.12,141.75,920.48,167.41,75.05,69.03,42.62,53.60
91.82,190.39,123.09,53.61,60.26,271.62,6.21,127.68,-107.66,188.92,102.13,107.29,37.49,145.60
174.34,303.12,93.59,41.74,58.06,211.45,16.49,168.51,91.23,358.23,62.87,135.02,50.43,40.22
94.28,129.49,-34.41,30.17,66.49,330.90,20.61,144.95,705.63,286.19,66.96,80.02,47.17,49.50
34.59,192.42,91.17,28.73,67.97,339.54,18.07,186.66,81.04,174.76,63.51,81.21,70.43,46.00
143.48,174.97,153.17,94.91,34.43,314.33,10.34,120.94,-9.70,173.73,58.42,96.37,38.45,96.15
96.23,134.32,77.53,76.38,36.20,195.08,21.11,134.67,-121.04,203.12,72.11,114.01,32.81,43.56
58.73,227.11,61.59,93.70,85.18,325.21,13.39,132.00,-132.29,338.61,55.49,86.38,88.98,42.74
116.16,171.62,108.08,53.66,52.37,190.13,21.38,112.96,179.04,262.94,60.15,82.53,64.56,39.83
107.05,158.90,103.69,73.84,20.62,278.86,21.58,103.17,-18.71,162.91,80.84,71.48,48.10,43.46
66.97,82.44,34.11,106.27,35.15,391.08,6.91,136.91,261.28,128.41,70.22,94.50,34.82,34.80
200.11,195.99,97.43,124.06,53.90,476.90,12.64,121.31,-726.84,183.25,64.33,40.80,69.22,27.75
14.47,252.96,13.73,83.41,14.76,381.60,14.53,178.29,-492.49,117.57,83.14,93.53,85.71,36.02
77.78,175.75,77.49,78.26,63.49,286.75,7.38,139.88,-279.68,223.48,101.94,110.04,46.32,75.31
59.24,135.71,190.48,65.41,68.16,312.93,10.02,184.00,-53.16,122.33,63.05,101.94,64.13,28.51
88.72,133.68,76.50,55.43,68.08,814.49,13.79,140.23,94.54,141.68,64.39,51.09,25.65,53.76
72.18,203.64,101.13,58.18,53.27,228.07,15.66,182.01,-366.60,259.82,57.71,74.26,54.54,61.40
77.27,118.99,143.17,49.79,65.01,408.21,15.87,170.45,82.48,389.50,54.22,137.89,78.29,27.54
122.88,222.46,81.61,68.15,33.09,644.73,6.90,162.91,97.26,186.12,57.08,82.72,24.31,54.63
140.50,150.37,94.44,32.21,59.40,349.62,9.68,164.58,70.44,343.15,59.96,87.87,20.89,25.85
90.54,163.37,41.33,49.72,76.74,247.74,8.88,183.13,224.67,183.22,67.62,90.44,56.96,37.12
167.13,119.63,97.09,67.00,53.22,299.76,21.04,132.38,-155.64,332.73,60.22,85.03,82.24,51.02
28.91,137.35,222.55,60.16,57.71,218.81,15.52,176.62,74.38,252.16,63.70,71.89,49.86,21.76
55.38,111.68,65.55,27.77,64.41,328.82,19.83,225.03,42.28,185.95,65.88,114.73,71.94,51.40
220.32,122.80,69.76,64.38,51.47,389.09,11.49,156.50,-209.80,161.97,78.11,119.10,41.07,52.10
29.84,121.81,137.45,67.46,50.28,307.66,15.92,149.84,117.26,101.20,58.34,130.33,99.47,48.26
76.71,175.41,105.78,45.27,87.94,273.05,11.66,142.54,168.66,139.21,61.46,75.68,43.98,87.69
82.85,222.77,18.25,53.87,52.78,438.25,12.68,138.17,314.39,112.36,66.59,135.97,44.72,38.26
57.41,139.43,53.52,60.10,47.69,471.66,10.55,242.23,-6.20,155.09,78.07,97.69,51.10,55.20
130.60,200.37,8.10,58.03,32.77,352.48,12.51,259.57,174.14,287.79,59.34,120.06,23.85,38.00
65.39,123.60,12.40,70.44,27.31,199.97,13.63,192.80,15.32,136.74,61.66,99.90,62.58,45.77
62.91,322.73,83.93,70.17,42.26,510.82,22.28,156.39,-345.02,302.94,56.57,148.83,43.15,64.30
160.49,582.36,-2.95,65.86,73.25,550.69,11.36,231.97,15.46,240.99,58.26,64.57,42.85,76.96
93.93,207.89,305.37,51.45,77.36,502.31,9.19,214.63,-186.60,256.72,72.56,104.21,42.53,27.84
148.28,126.90,38.24,51.53,36.52,287.57,14.67,143.07,-53.04,156.00,59.35,71.01,48.16,59.43
17.69,160.04,78.70,106.16,47.33,160.28,13.51,159.95,-258.98,176.52,77.94,99.67,28.17,79.09
131.84,326.07,-43.87,95.75,25.73,390.68,25.79,149.48,174.73,129.26,81.01,82.32,33.52,36.67
16.26,283.65,118.42,54.30,65.90,295.18,18.17,194.33,-135.17,301.01,77.87,133.48,66.88,33.25
21.29,194.18,104.66,91.05,45.16,472.29,13.54,157.66,87.93,169.03,54.80,122.73,41.51,36.49
158.31,162.50,72.66,55.23,28.12,422.71,11.15,168.64,-588.90,225.96,57.05,117.04,34.62,54.66
115.72,373.72,102.39,44.19,15.89,332.21,17.90,222.73,76.64,182.63,60.91,87.42,15.76,30.57
112.65,82.44,34.22,76.86,25.14,305.49,5.15,160.85,-266.44,175.58,43.66,97.82,53.55,48.55
67.48,134.80,107.02,92.53,45.55,448.23,13.72,155.70,443.67,171.05,67.44,118.79,47.60,54.03
151.51,115.57,51.63,47.09,63.79,260.80,7.76,132.66,-171.14,107.82,86.27,117.66,52.89,63.82
136.11,140.33,60.69,90.28,66.92,313.62,18.29,150.35,-264.40,178.82,61.95,122.19,83.55,27.92
126.31,206.38,84.08,69.81,55.29,521.62,17.80,128.20,104.73,371.21,55.65,124.87,21.31,48.32
175.93,136.54,88.33,71.76,98.97,203.05,14.89,187.18,203.02,436.06,77.52,92.95,73.88,16.04
130.42,222.20,45.85,51.40,87.76,301.59,15.60,186.16,599.12,228.84,43.66,77.55,67.74,16.08
66.28,182.52,83.64,37.67,16.81,394.78,15.81,133.21,-214.41,219.56,76.05,152.75,45.40,54.36
61.27,150.96,59.26,56.26,65.72,338.46,10.40,180.15,20.44,143.63,90.14,94.22,68.30,55.79
35.78,82.44,17.04,90.79,53.72,266.58,16.83,195.35,42.00,210.43,62.25,87.78,61.07,35.06
88.54,211.14,143.29,48.05,60.89,363.00,18.43,135.72,-380.94,285.64,85.32,70.70,19.20,58.74
93.26,135.30,167.87,39.81,49.95,319.17,13.41,138.88,80.16,319.96,71.74,45.32,54.82,48.88
2.69,257.44,69.22,40.93,77.67,371.50,18.18,124.74,104.59,847.73,69.33,97.38,64.92,36.03
56.12,309.31,135.15,73.74,36.06,297.63,11.86,156.05,268.78,173.66,86.30,80.95,65.94,59.19
202.87,207.45,50.34,73.56,64.49,266.39,12.91,121.80,528.96,165.47,162.87,61.46,67.84,45.82
30.22,82.44,61.60,66.69,54.70,271.75,6.83,137.69,-308.61,279.28,59.09,120.71,66.08,18.16
106.94,150.83,28.83,72.82,83.04,245.89,11.52,141.92,735.81,223.86,43.66,98.98,25.01,31.29
140.51,318.18,83.26,51.29,107.35,334.99,15.64,132.97,-340.40,167.26,53.87,67.34,79.50,49.78
30.13,174.46,80.55,76.09,44.70,289.53,24.89,145.46,-451.68,378.07,56.34,125.43,108.71,49.04
68.71,192.84,55.69,41.87,60.85,412.57,15.79,218.90,-34.93,194.44,63.87,65.23,32.59,26.12
126.73,149.74,103.88,108.15,85.22,384.07,9.75,157.15,-18.28,298.15,60.00,119.19,37.45,42.29
61.76,194.05,70.93,85.03,69.45,304.66,20.88,103.41,-430.05,225.09,60.11,65.51,26.03,44.04
132.49,129.38,69.53,38.21,76.13,842.14,8.51,151.70,342.16,200.07,56.02,276.62,31.93,34.29
180.28,125.14,93.37,79.51,53.04,346.57,16.32,190.99,224.59,176.72,66.27,82.82,57.04,38.35
169.19,139.22,80.37,72.60,39.56,284.13,11.54,130.66,323.76,184.59,58.62,130.56,112.49,30.47
36.31,183.40,45.55,65.14,35.92,220.03,13.57,175.47,77.79,246.70,43.66,102.86,30.12,57.66
37.28,123.36,71.50,99.19,46.70,452.26,10.35,160.80,121.55,179.25,70.77,173.19,18.80,28.71
97.86,276.84,44.13,58.52,43.87,237.11,16.96,180.93,235.46,415.12,58.19,113.64,54.66,24.34
44.88,129.15,113.57,89.97,68.43,271.51,16.62,165.59,-94.67,175.44,77.42,63.69,25.95,63.95
70.71,238.05,17.57,48.86,22.64,260.38,6.11,174.29,-65.89,151.43,61.38,42.47,110.02,32.21
83.57,256.16,7.95,65.41,59.12,362.38,12.40,158.79,-162.76,167.88,70.33,72.16,41.80,32.15
102.25,149.62,269.08,45.52,56.29,353.80,11.07,108.01,84.20,237.51,101.35,104.36,76.97,40.71
99.09,130.95,221.48,32.87,76.58,487.51,23.80,140.98,-786.31,204.23,128.41,86.39,29.25,41.21
47.52,263.91,105.35,41.66,68.51,333.74,14.80,165.36,65.57,223.53,66.57,93.45,68.71,36.55
164.28,82.44,111.70,73.38,56.07,306.57,11.58,122.99,130.10,265.18,67.49,85.63,45.12,46.58
82.92,329.74,90.45,98.30,96.42,311.74,10.15,136.22,64.51,223.61,100.06,71.76,52.00,36.65
184.01,231.02,151.75,41.68,46.00,438.75,19.37,210.46,-105.59,128.69,65.53,72.29,44.21,23.83
59.80,344.88,194.20,39.81,20.06,391.26,18.52,176.14,96.20,329.53,43.66,149.81,73.98,61.18
38.59,157.67,188.34,54.55,93.71,301.77,14.63,253.71,-166.92,175.43,78.71,111.95,32.20,21.12
59.78,112.80,72.67,66.96,47.68,408.34,17.17,210.00,-209.89,186.78,53.46,154.37,39.79,46.87
69.42,343.52,67.94,39.54,76.07,527.09,10.60,170.05,180.06,123.22,56.60,187.60,34.30,78.88
165.80,120.48,305.66,95.64,55.66,367.17,9.08,123.53,180.17,184.87,56.35,110.69,82.17,51.76
166.18,160.76,63.31,78.23,26.98,224.28,10.62,127.91,-216.18,273.45,91.34,85.79,89.69,55.85
72.38,216.04,76.93,103.56,27.14,248.69,20.61,142.96,86.60,199.21,70.96,86.94,42.28,39.31
62.33,240.18,112.06,86.05,91.17,315.24,16.16,125.77,178.50,264.82,69.95,115.56,62.31,49.15
75.99,154.06,75.11,45.58,56.63,368.75,6.10,118.57,-210.55,186.65,63.49,64.32,30.55,31.03
276.03,357.31,125.97,35.88,35.90,342.63,16.56,142.50,-274.32,315.54,65.55,59.98,44.70,54.92
191.45,125.85,63.69,97.74,20.49,248.98,12.59,124.53,-131.52,159.27,63.11,90.93,20.23,47.87
68.19,156.89,92.68,67.14,40.99,201.33,10.65,150.19,-85.88,137.47,73.46,51.76,57.25,20.26
-15.30,222.01,62.50,75.41,48.49,455.34,9.66,144.71,434.39,253.65,56.39,128.35,59.05,46.41
248.14,236.17,62.16,55.15,97.90,239.71,5.62,132.05,41.41,236.02,64.27,125.49,42.27,65.09
143.41,272.50,71.26,58.93,57.99,241.92,12.64,171.53,-514.48,196.38,57.67,137.91,58.19,56.63
99.29,192.39,23.93,85.08,41.32,327.09,12.44,185.28,-73.76,217.50,65.63,161.96,62.87,51.58
149.27,242.89,-15.19,80.30,39.05,352.85,19.19,186.36,-177.57,207.84,59.08,196.14,47.52,49.60
4.42,123.22,48.51,69.73,80.17,510.87,11.73,145.65,-511.46,146.81,43.66,55.75,22.87,53.16
52.05,206.49,30.44,60.03,56.30,373.50,16.09,159.27,-67.00,329.96,58.98,74.86,66.85,53.25
331.01,324.14,84.30,70.97,66.27,435.40,12.54,171.70,299.46,542.10,63.55,82.21,43.84,81.41
123.61,82.44,1.86,119.85,72.89,339.15,12.06,113.86,-38.28,156.05,62.96,115.56,67.57,42.91
81.64,201.04,26.92,117.36,81.67,318.61,9.84,139.62,-9.20,166.67,43.66,113.93,48.98,35.32
53.30,128.67,83.76,57.08,47.39,440.83,12.06,115.08,190.86,126.71,43.66,95.74,115.45,24.95
48.79,117.06,99.90,132.14,46.98,484.92,9.72,169.56,-123.63,234.84,58.48,89.13,46.55,36.40
190.41,138.70,104.68,84.96,56.24,218.73,11.44,164.22,-190.18,441.34,65.77,76.35,39.88,52.70
111.80,156.74,107.26,52.47,87.05,291.09,10.06,134.39,232.56,166.53,68.01,65.00,86.96,51.55
98.36,171.11,37.01,114.88,81.06,304.39,14.87,93.57,-132.86,229.24,62.82,66.74,29.45,36.06
82.89,132.75,194.43,95.44,83.89,570.37,11.34,166.31,-49.33,168.22,66.97,59.62,51.98,16.86
93.88,205.42,91.77,113.32,53.69,514.63,14.99,143.55,-249.70,215.55,61.44,73.55,96.79,40.72
72.31,187.33,95.45,71.96,124.43,238.33,18.48,136.91,-752.76,319.62,54.48,141.05,25.78,65.65
30.13,200.50,88.89,80.00,46.19,254.84,18.81,139.03,249.71,237.49,53.68,115.93,9.10,84.82
14.00,377.97,21.80,86.59,58.08,291.27,9.98,263.65,-147.02,153.74,71.14,75.44,23.48,25.41
58.91,204.60,22.06,119.34,29.90,205.90,10.43,173.26,76.36,183.30,83.79,122.92,35.41,51.61
86.84,234.98,74.30,34.90,148.73,235.28,5.25,116.27,295.64,130.38,60.04,134.37,50.43,45.63
82.04,205.83,20.11,99.59,59.50,321.73,16.41,146.66,141.06,306.91,43.66,141.09,29.25,36.09
102.76,185.85,59.96,48.83,48.25,269.24,12.34,149.55,82.25,254.48,96.06,84.76,79.69,17.03
143.67,162.05,109.36,34.29,48.97,259.92,13.78,145.09,191.61,167.65,43.66,103.62,17.85,71.72
64.15,82.44,117.85,74.23,89.53,230.04,12.54,122.73,464.20,165.90,62.49,73.11,37.81,47.20
93.74,116.05,219.33,64.62,49.89,211.03,7.08,203.85,293.75,190.26,65.27,126.11,37.80,72.31
180.69,137.46,13.27,75.97,39.32,273.76,13.07,182.61,-62.67,201.52,92.61,89.44,21.84,58.69
89.73,336.34,102.81,46.74,67.64,255.02,12.52,154.11,102.36,206.56,62.17,123.18,48.75,30.38
174.63,356.17,52.87,69.00,12.60,282.50,18.18,133.19,-196.12,381.93,43.66,126.80,64.36,38.74
62.41,258.81,98.60,105.05,51.05,343.05,16.25,96.05,108.16,191.63,74.96,90.37,26.15,43.02
193.28,241.84,30.61,61.42,60.82,299.05,27.78,168.67,17.39,276.06,63.44,78.89,22.77,59.40
77.02,297.21,150.17,59.17,48.85,312.61,36.80,193.28,468.85,161.85,79.01,85.16,36.88,36.31
26.34,115.23,18.24,67.10,51.06,170.16,25.36,149.53,-153.63,173.98,43.66,178.95,51.85,50.62
100.91,127.12,217.31,71.91,67.01,372.01,19.57,245.28,135.78,193.50,74.34,73.90,32.33,72.60
185.41,312.21,78.59,53.39,58.22,307.31,10.77,122.74,282.35,304.23,55.72,113.22,229.11,48.65
39.23,407.78,63.75,60.71,75.74,220.39,18.52,148.54,84.43,239.24,63.75,98.38,46.94,64.15
21.54,120.54,14.44,109.75,68.23,463.18,11.11,193.37,-22.29,440.76,60.05,64.57,124.29,73.26
118.88,142.02,36.48,38.97,29.33,154.34,15.44,124.69,-67.55,254.93,43.66,191.88,35.98,37.51
28.27,155.45,174.39,57.85,45.86,311.22,9.82,148.95,178.45,192.69,73.29,83.65,32.88,48.35
163.05,214.66,184.09,78.89,35.70,265.14,15.52,130.13,141.90,244.50,53.06,88.81,67.80,78.32
94.03,179.99,104.66,59.68,29.33,489.64,13.00,158.47,-182.47,229.92,78.68,92.45,483.70,68.33
44.01,262.09,30.24,69.79,58.00,210.27,9.21,126.94,45.08,208.72,60.18,151.25,64.03,55.56
44.12,180.83,76.40,85.83,37.18,332.94,9.94,210.65,-240.68,138.67,58.31,143.87,30.06,67.46
106.41,419.99,130.92,86.90,68.33,635.50,13.87,108.43,-75.94,234.62,62.45,57.47,49.57,58.25
94.44,239.63,182.20,23.83,74.52,327.03,10.33,176.29,244.42,259.83,55.58,87.69,46.36,27.20
176.21,297.35,142.99,24.61,99.02,452.86,10.04,192.38,7.26,124.23,55.66,64.14,57.39,45.67
87.62,109.81,18.53,93.05,51.08,246.02,23.60,253.14,-442.44,315.83,94.17,66.91,37.66,51.45
58.15,250.42,142.94,56.53,68.81,288.96,17.97,143.37,-13.38,149.73,70.38,90.01,0.20,38.37
63.75,166.42,-5.20,75.44,56.33,342.09,24.97,162.73,-255.30,213.71,92.54,168.18,39.14,41.42
86.04,135.35,78.49,99.51,64.08,460.36,10.82,118.74,124.27,191.52,65.90,136.92,64.60,45.03
55.22,222.82,115.36,74.50,59.61,374.99,9.50,181.37,55.50,184.96,68.21,73.18,74.77,45.66
50.64,161.89,27.84,65.37,34.63,312.03,12.94,123.97,-584.35,318.78,56.15,88.04,30.22,76.16
62.71,123.73,79.64,61.71,53.32,283.46,8.48,162.07,-611.05,168.25,59.66,114.47,82.59,79.73
34.89,82.44,-11.62,46.34,40.67,338.58,9.49,129.68,161.24,163.27,58.54,94.19,50.70,47.67
189.45,147.04,96.64,37.20,23.75,338.68,8.53,154.23,-84.91,190.16,66.37,180.92,46.12,47.34
165.38,131.96,21.75,71.66,65.29,218.28,11.41,194.50,152.82,174.11,87.20,133.68,53.17,91.11
62.77,139.20,67.40,78.59,30.27,232.48,8.24,249.24,-317.01,251.83,58.92,131.61,29.79,42.51
84.51,82.44,58.99,113.03,108.75,333.86,11.88,112.95,186.97,281.80,83.39,99.56,111.55,29.96
64.36,219.85,64.81,53.93,64.23,325.04,13.05,143.13,-215.24,222.80,62.44,101.96,190.33,51.04
119.85,210.73,196.72,46.89,74.01,365.13,15.53,138.02,1.11,191.57,71.29,67.88,37.70,59.69
52.00,146.06,1.68,36.76,147.79,260.95,11.28,142.06,-601.02,142.74,63.78,83.54,75.32,43.96
82.62,236.24,124.92,31.93,45.94,341.64,7.70,146.20,-88.39,152.34,66.39,82.92,55.88,46.57
29.42,130.17,97.63,65.96,17.55,286.24,8.74,164.03,61.56,251.82,58.78,128.23,41.21,63.54
94.07,98.09,128.95,55.89,53.29,378.01,12.61,144.25,107.06,133.64,62.49,64.37,95.17,45.03
28.94,152.23,24.63,42.28,54.40,310.38,21.39,103.50,235.66,212.23,69.59,68.74,106.08,39.71
79.54,277.89,86.95,55.94,42.41,195.32,9.83,107.91,43.55,222.76,43.66,75.60,37.03,44.69
56.58,82.44,70.74,80.82,90.20,464.54,17.44,134.49,-190.50,217.42,67.50,84.70,30.44,29.39
146.46,132.57,16.31,60.99,66.37,235.71,9.14,235.33,-302.20,248.41,73.33,106.05,44.97,71.85
119.30,251.21,82.17,71.37,29.06,298.49,7.33,163.34,1133.71,125.20,65.53,88.23,29.23,39.43
155.03,121.01,171.35,72.98,65.37,443.30,12.59,180.89,-360.19,297.37,56.30,52.63,32.33,62.16
66.92,237.25,47.81,28.40,71.23,295.78,17.31,132.48,-87.07,184.90,63.17,121.24,54.21,34.17
71.43,216.83,132.34,67.94,37.07,217.94,29.48,172.96,-316.95,191.30,58.40,118.30,16.36,57.59
40.12,231.70,112.07,80.25,37.32,270.19,9.55,144.12,-41.97,154.28,78.83,67.60,23.46,57.83
156.23,116.90,29.69,74.61,46.80,263.51,15.60,188.84,238.38,230.27,64.23,135.64,42.10,34.99
-2.85,290.17,57.30,98.68,96.10,208.22,8.23,160.17,-78.42,230.60,68.42,74.02,41.20,44.98
107.13,130.04,150.42,60.82,82.03,533.31,10.34,125.27,159.38,163.91,60.08,112.11,50.56,63.52
79.72,82.44,-8.22,75.31,15.21,201.89,12.68,115.44,198.67,275.56,79.92,72.45,62.27,41.79
62.74,148.78,112.27,115.89,30.18,257.95,6.68,155.53,-116.02,167.32,101.17,79.59,47.93,67.08
63.42,124.51,85.91,78.35,62.33,343.49,15.30,169.74,79.44,374.76,64.20,67.64,22.20,29.07
87.40,125.74,151.90,54.62,27.26,221.44,17.28,194.61,-214.84,395.53,58.58,121.09,71.40,54.88
168.40,257.07,84.08,77.29,99.49,310.97,20.95,141.91,21.12,223.55,62.08,190.86,61.91,51.70
10.93,120.60,67.46,48.31,56.70,355.25,15.22,120.00,-463.55,234.15,56.59,141.07,29.47,84.70
58.26,171.70,113.42,51.81,51.41,163.34,12.62,121.92,214.39,162.40,60.88,63.32,27.07,70.47
31.72,82.44,46.88,45.60,51.70,312.29,26.23,199.70,109.36,173.15,64.89,52.99,34.88,58.52
75.72,159.77,92.63,61.15,47.63,233.32,19.06,150.82,-377.33,245.87,63.40,106.82,42.04,54.35
69.90,233.14,34.36,74.04,42.25,573.26,13.26,171.65,72.97,180.71,63.31,86.77,43.39,29.53
115.17,135.06,62.72,52.77,48.14,291.92,12.10,181.25,-162.36,198.84,56.63,89.17,37.94,25.70
87.05,265.61,92.92,28.51,61.72,304.76,13.10,164.73,-140.29,205.97,72.82,143.90,32.73,42.79
210.27,125.91,51.83,76.36,33.35,372.26,9.57,186.54,-209.09,116.47,79.91,62.14,28.48,33.50
114.65,144.11,88.43,82.82,44.63,454.43,12.22,177.38,12.27,194.43,80.41,131.18,63.88,34.88
111.47,232.07,59.17,56.29,78.02,476.77,25.16,190.46,93.87,175.03,57.70,159.92,44.06,80.93
51.09,240.31,130.23,100.80,66.11,223.81,8.34,176.45,139.23,248.92,59.30,85.34,36.71,71.22
201.51,171.34,37.11,82.92,37.39,389.99,9.96,112.74,-53.47,288.80,78.55,52.13,137.65,46.66
68.53,176.64,84.70,59.28,59.22,253.76,13.66,108.25,-376.20,408.88,62.20,66.91,64.78,45.56
91.18,147.92,100.07,41.40,58.20,214.51,10.21,177.22,-104.62,127.62,75.73,86.72,59.96,25.28
92.12,260.16,49.62,36.14,48.58,396.53,9.42,155.33,62.38,201.76,64.63,52.68,84.33,62.77
139.41,233.96,51.11,73.04,47.13,375.84,21.51,161.91,146.33,329.00,72.39,54.66,55.06,42.60
97.45,269.30,128.12,78.80,83.99,331.88,20.57,215.95,104.63,119.57,61.70,104.77,26.75,22.49
78.18,142.02,35.22,73.87,144.81,276.15,6.96,178.88,303.60,196.08,55.23,167.13,58.81,31.18
34.04,262.27,15.93,90.79,37.27,234.03,24.19,157.78,-100.68,146.13,78.05,75.54,43.15,58.93
99.30,240.53,84.23,43.67,42.69,275.23,8.68,159.48,125.14,116.52,62.14,36.94,28.51,49.08
93.03,262.64,162.14,44.43,109.90,159.25,9.50,166.01,44.81,193.53,58.99,75.94,56.59,72.90
92.17,311.50,58.71,46.56,25.67,274.59,14.97,147.63,141.81,263.53,72.44,100.06,50.40,47.63
87.87,289.86,123.54,63.54,72.41,384.01,9.75,131.27,388.33,148.80,56.07,79.15,51.15,41.12
107.23,131.82,112.24,37.80,44.48,317.41,10.93,147.76,-166.62,303.92,65.82,115.40,41.44,31.87
220.38,161.03,16.00,53.74,133.66,260.26,18.54,169.72,212.03,395.69,64.02,119.83,29.23,48.07
100.48,138.35,39.43,55.90,69.68,327.79,12.76,182.33,-190.43,192.94,62.30,65.31,62.78,40.89
34.92,170.67,113.50,76.18,59.53,231.05,11.12,149.50,-117.66,150.93,57.46,72.38,49.99,47.89
95.45,160.67,-8.06,71.56,82.90,174.27,18.95,114.37,37.52,219.40,70.45,65.25,79.44,39.67
97.58,287.53,132.71,44.88,78.70,312.30,17.59,146.24,100.07,199.12,66.17,123.79,26.12,51.32
143.25,246.62,77.79,48.42,61.38,346.22,16.79,155.37,-173.52,148.84,78.03,84.77,70.92,40.62
30.60,390.45,122.40,67.97,29.65,281.09,15.33,156.74,52.78,172.53,57.97,87.44,70.14,29.96
31.17,175.80,114.10,44.19,86.70,244.87,6.17,173.68,-77.36,195.16,59.60,158.53,49.92,60.69
62.46,82.44,55.08,31.46,72.97,479.50,17.55,137.14,-247.31,161.53,59.27,75.80,66.60,67.07
64.22,197.45,17.79,33.09,27.61,209.03,16.57,145.66,11.87,202.76,55.81,79.91,47.99,41.71
29.99,122.56,108.69,49.57,56.21,357.93,9.36,132.27,324.43,145.88,43.66,113.03,28.21,76.90
90.92,185.64,117.62,59.43,58.16,481.72,15.86,204.23,-128.06,180.31,54.60,83.95,46.44,69.67
86.25,227.70,78.78,77.98,67.57,285.57,5.91,158.62,237.75,160.27,69.39,77.08,28.82,74.50
123.20,125.28,137.85,48.87,62.48,352.39,18.42,162.64,230.72,217.37,60.45,98.56,50.14,22.67
77.44,224.71,21.47,64.59,102.89,281.13,10.44,158.18,413.41,239.29,69.81,154.47,44.59,55.63
125.60,258.99,142.10,70.90,58.57,415.91,11.32,114.71,-37.87,217.19,69.85,82.18,36.70,52.87
84.62,197.32,89.47,72.29,77.13,481.00,13.84,120.97,158.22,398.18,65.68,59.05,44.14,65.64
49.48,148.04,89.78,68.56,55.32,265.10,11.13,143.52,-368.11,196.95,66.08,109.89,44.26,23.97
35.76,248.58,86.66,79.80,73.78,232.62,9.04,152.10,-161.59,198.41,81.19,40.85,67.75,42.57
