AMZN,ALL,CBOE,COP,CVX,GS,IBKR,JPM,LLY,MET,PGR,SFM,TAC,XOM
-16.37,160.20,23.34,47.80,63.99,324.24,20.82,143.45,125.02,333.17,43.66,28.69,119.65,48.62
-15.92,147.80,58.21,54.26,42.20,281.42,15.01,132.86,85.63,195.45,59.00,78.84,54.54,41.83
1.78,125.47,11.63,80.55,53.89,249.16,7.63,141.91,-22.57,230.27,65.26,45.15,111.07,50.22
-21.55,178.08,36.46,41.20,72.92,225.37,12.83,126.28,-116.85,220.03,79.28,54.30,93.43,60.93
-15.68,355.29,100.12,55.71,39.08,500.48,16.29,161.51,-0.38,352.26,73.13,68.90,27.89,29.16
187.19,486.50,55.39,41.63,69.16,274.80,19.15,146.68,-356.50,583.15,65.29,55.87,68.60,61.91
-38.68,119.21,15.97,83.92,87.90,193.99,12.69,146.55,-187.78,326.55,65.65,28.06,58.27,49.24
7.67,130.23,-48.41,56.33,41.90,376.50,19.77,142.47,-95.41,291.72,116.32,40.42,36.93,54.47
-8.73,180.44,62.22,64.81,33.53,273.84,9.14,131.38,-261.20,279.69,70.46,19.67,64.08,34.35
-10.71,137.64,37.71,122.64,83.50,295.47,7.13,152.26,-138.16,169.48,61.24,71.10,68.33,53.29
140.72,348.17,39.93,65.73,89.52,446.27,19.00,224.76,123.85,231.50,43.66,65.01,177.77,46.97
2.24,345.72,61.87,100.71,49.84,271.99,4.20,188.80,-100.15,206.92,78.68,35.99,81.46,52.24
-15.59,197.13,16.42,44.45,31.16,322.12,15.31,143.42,-2.03,201.14,67.17,74.30,24.19,69.37
79.54,203.01,17.11,53.93,23.12,332.57,11.32,122.03,-171.08,282.19,55.00,39.91,-43.27,48.10
-6.28,117.51,60.00,57.17,77.56,267.01,7.93,142.87,-140.64,168.50,63.76,21.32,43.20,47.79
-24.69,138.02,29.36,56.58,56.56,246.13,15.65,151.08,5.22,496.57,75.41,67.79,29.51,26.51
-38.27,256.02,8.18,97.89,23.05,256.47,7.06,147.41,74.98,200.20,63.10,24.34,42.75,47.02
65.12,176.24,18.82,70.00,69.41,268.83,9.85,152.89,46.32,198.75,65.08,122.75,65.48,42.45
52.51,82.44,29.66,54.29,43.74,262.76,11.83,122.78,111.27,204.95,55.47,36.52,254.85,66.23
-43.94,128.55,35.48,99.68,83.91,406.34,4.64,164.03,380.79,179.57,71.74,43.69,49.11,58.39
18.29,145.62,94.61,73.59,66.98,341.34,10.50,173.83,-153.47,331.48,56.62,49.32,34.91,27.56
-33.80,117.41,64.80,48.09,60.86,576.14,18.73,159.04,53.91,153.39,59.75,73.54,-0.30,33.49
-45.60,232.11,-13.81,118.84,36.72,245.55,12.35,150.51,-154.98,169.16,69.53,65.87,123.14,38.33
-23.69,252.67,-10.68,47.84,40.08,343.74,6.64,119.93,-4.45,179.76,62.41,102.53,65.14,43.01
-21.69,82.44,29.18,24.82,58.24,312.56,20.20,201.32,2.99,161.99,59.23,48.71,27.63,41.96
63.82,82.44,-10.39,86.50,74.80,292.59,14.74,93.84,-218.52,131.55,60.80,56.91,76.89,56.62
1.18,159.31,44.60,81.13,65.13,548.08,11.54,213.17,103.89,200.70,59.05,38.21,38.05,62.86
-4.07,114.33,35.66,63.48,91.39,412.25,19.42,239.77,171.45,276.44,63.40,62.11,106.16,33.42
-16.37,161.82,108.01,65.78,93.28,297.11,15.88,163.08,27.27,203.48,108.56,23.37,110.59,41.66
27.62,146.82,42.57,39.58,73.21,311.10,9.77,140.10,365.33,142.76,63.45,79.26,88.66,52.32
98.61,210.27,7.15,55.47,66.26,256.98,5.06,146.00,-19.22,274.70,98.71,78.19,51.47,35.79
3.75,153.06,-15.25,95.36,39.44,375.45,21.71,101.28,240.52,214.98,43.66,56.69,99.39,30.44
33.65,150.93,24.11,31.59,121.08,259.38,15.44,164.18,18.32,374.48,62.66,78.60,110.55,49.88
-34.14,185.03,6.85,62.64,74.18,364.42,8.76,148.46,-192.94,258.29,64.42,45.80,20.77,36.61
18.11,125.94,66.40,92.41,53.12,211.85,13.42,132.57,-138.71,147.11,83.56,79.03,77.74,76.37
10.80,232.52,60.39,104.60,57.18,292.75,13.75,131.58,-442.90,472.90,61.65,47.36,71.92,46.68
-12.22,348.49,-5.65,50.59,91.14,310.50,9.97,188.69,86.94,149.41,58.41,60.69,63.56,50.02
50.28,82.44,57.67,51.85,56.62,246.54,14.10,150.54,180.04,158.54,59.71,33.30,174.72,73.69
5.00,229.89,65.86,71.80,37.32,212.32,11.37,141.79,284.11,175.70,62.08,55.26,55.89,40.02
76.03,126.39,114.87,50.68,83.63,348.67,10.25,140.54,96.63,461.26,43.66,83.16,117.84,34.56
0.57,161.92,89.76,62.06,47.24,245.75,7.41,151.76,765.63,181.14,43.66,54.10,-21.24,64.41
-2.68,170.14,-0.42,66.44,62.06,292.20,12.82,173.53,-53.15,303.95,68.06,48.47,77.05,86.57
63.10,345.13,-0.47,50.94,49.93,220.55,14.27,163.37,-288.43,184.82,64.82,16.47,82.52,37.07
-18.23,226.24,-2.43,83.24,22.58,311.77,16.68,155.65,-39.25,125.11,61.43,56.09,30.02,41.29
64.04,287.33,31.88,69.01,45.88,276.78,11.70,131.83,-187.58,162.16,61.06,32.64,92.85,25.56
-43.92,164.98,11.25,69.23,54.95,195.05,14.11,116.13,133.52,194.36,75.95,68.77,130.33,39.40
-43.62,124.31,-21.14,99.21,67.04,447.62,11.54,113.61,155.86,279.45,56.60,45.26,50.40,68.85
33.36,148.87,14.42,26.12,50.34,279.66,8.95,156.36,250.14,153.61,60.26,51.42,71.36,51.87
-24.27,178.33,120.82,66.66,34.95,272.79,8.53,167.52,64.12,175.75,43.66,31.78,25.63,36.28
34.34,136.83,27.24,75.78,35.91,296.77,10.37,154.88,-68.33,200.21,65.40,34.57,81.33,44.98
51.86,82.44,37.47,27.37,38.32,295.50,18.18,157.67,443.62,329.35,59.04,36.96,114.83,34.12
22.91,120.95,-4.67,73.77,72.30,467.71,16.02,151.21,72.59,394.10,55.82,28.42,14.46,46.97
-35.89,238.90,57.47,66.86,26.03,265.61,8.18,169.44,34.80,238.17,70.53,95.60,29.67,42.34
-7.62,174.53,-7.62,51.01,41.59,439.18,14.40,167.18,109.64,165.94,43.66,60.52,77.09,58.59
10.39,140.55,4.63,81.20,90.22,400.56,15.80,150.43,-359.12,229.65,69.26,57.87,69.89,47.06
-49.99,274.21,56.98,92.15,77.66,348.85,11.70,139.31,-8.06,156.31,94.71,136.49,157.49,40.06
-27.33,145.67,71.99,46.46,84.81,152.88,8.16,207.54,227.00,254.39,66.65,121.88,61.42,37.88
49.96,82.44,5.97,118.86,72.29,270.56,17.41,172.17,-3.26,300.31,59.46,56.36,86.00,35.52
11.11,296.70,1.78,74.23,48.09,249.91,10.55,124.02,-161.37,240.55,69.86,45.80,70.58,26.48
7.23,125.96,36.76,61.89,69.17,269.15,8.92,177.99,-32.71,283.11,66.94,115.15,178.08,23.81
-35.51,413.09,118.13,74.97,28.03,457.34,10.85,152.76,-131.47,148.72,64.40,53.11,83.65,51.28
54.41,246.22,76.01,82.01,92.92,243.02,14.08,133.90,-308.92,410.70,59.47,65.74,45.77,33.01
16.79,202.46,-9.14,95.95,52.56,484.70,9.84,134.99,-375.04,185.53,64.88,99.23,94.44,34.14
-76.98,115.75,179.08,97.08,48.58,293.79,7.30,190.31,-41.00,151.53,62.96,32.28,75.18,52.47
95.35,253.70,24.75,47.14,31.49,371.10,7.18,214.66,-238.06,150.42,66.15,17.78,53.24,38.12
-35.98,484.23,20.03,57.46,68.42,343.28,11.12,158.29,-213.29,146.06,72.52,36.06,103.21,49.90
28.43,340.18,70.63,58.57,50.54,269.08,19.59,158.76,80.69,176.54,68.62,30.43,45.89,36.83
95.98,125.50,17.01,58.21,80.82,244.03,9.96,130.59,-0.36,286.53,43.66,17.87,127.57,55.33
39.75,294.68,93.43,51.03,23.84,294.58,15.49,171.86,-392.98,185.90,43.66,29.03,68.65,82.32
-29.75,258.81,34.20,44.95,60.20,236.17,11.75,158.59,-53.88,189.18,61.91,22.90,-1.29,35.73
12.18,121.26,64.22,22.96,46.46,392.19,15.50,195.57,466.49,198.88,43.66,25.38,32.20,59.07
87.43,301.67,66.67,43.94,62.47,455.75,9.87,106.68,-367.88,200.78,68.24,28.42,86.45,58.60
-2.55,129.34,57.30,105.13,57.12,273.30,17.79,219.83,-33.97,142.14,57.03,57.85,8.78,59.17
40.42,210.89,-4.77,59.51,48.58,288.36,10.79,146.56,-53.90,255.92,73.83,46.65,128.43,44.99
23.67,137.18,287.13,80.62,85.45,355.33,8.74,193.60,0.77,391.09,76.05,39.26,115.92,57.45
-28.84,135.52,140.62,68.63,61.18,282.33,7.13,173.38,1.86,253.88,72.54,52.16,82.66,37.37
-2.06,285.79,34.50,53.32,100.20,246.74,9.99,363.95,6.11,281.92,73.36,76.12,86.61,35.67
-25.81,188.43,14.67,16.02,53.49,410.19,14.24,170.39,174.29,173.17,65.52,57.24,97.02,32.39
6.38,353.76,124.34,93.81,85.63,433.60,3.87,120.04,76.54,209.21,64.40,28.97,163.49,53.37
3.79,221.64,-5.88,71.17,45.13,246.65,17.06,152.62,-33.22,216.67,43.66,69.73,37.70,56.65
4.90,286.68,30.03,29.37,48.93,251.33,13.91,124.81,-370.84,301.06,58.82,38.65,56.86,66.86
0.41,161.47,0.99,53.45,44.50,490.66,16.38,188.45,155.08,212.39,64.71,49.04,45.03,47.05
67.19,82.44,19.82,42.88,20.92,412.59,9.58,220.25,105.85,249.45,70.48,69.93,46.70,65.26
-35.57,203.59,28.76,54.00,41.23,366.87,14.85,142.11,-311.94,183.18,59.59,41.32,139.86,63.08
112.47,131.57,13.15,63.95,65.55,346.18,10.76,102.51,-145.03,192.93,67.03,29.78,105.27,63.41
39.68,125.00,30.51,68.23,49.85,440.14,12.86,166.83,-18.02,144.79,62.87,69.83,80.23,64.87
14.27,249.84,-12.19,66.06,44.31,279.37,9.67,161.12,-154.95,470.44,96.54,48.57,71.92,54.68
-24.17,181.57,84.25,88.59,109.47,299.91,10.97,170.95,149.35,184.04,57.44,37.99,41.49,35.56
14.85,185.84,32.80,60.20,67.58,414.45,26.69,160.64,-399.13,120.17,72.91,42.16,39.90,75.95
17.80,82.44,48.81,32.26,47.68,233.10,11.98,221.13,333.84,212.03,72.64,58.78,60.10,36.01
25.76,138.58,11.08,92.26,55.46,278.62,7.40,183.27,-11.70,228.20,64.67,18.25,155.85,43.55
0.51,122.47,7.20,38.16,111.95,267.26,24.40,201.99,22.12,294.51,56.08,51.33,158.22,70.70
2.47,108.67,46.20,96.19,68.93,361.77,15.38,124.98,-62.27,219.18,56.08,63.19,96.04,48.86
0.91,125.92,64.68,53.49,43.10,259.10,19.28,148.63,50.99,180.43,66.00,39.34,1.06,41.06
58.34,201.15,-30.23,38.79,77.92,292.11,11.99,160.43,393.21,197.24,73.35,86.87,74.04,50.45
2.44,200.35,55.84,49.18,43.63,266.22,12.50,103.51,-180.03,176.21,57.64,52.22,81.92,84.91
-9.12,411.08,2.34,27.99,46.98,431.01,17.58,133.23,-126.48,655.37,69.34,71.48,21.66,39.43
-36.54,123.85,49.31,48.91,68.08,425.28,14.96,138.87,54.38,235.15,69.37,60.41,58.47,72.46
12.06,296.79,3.94,82.58,87.73,252.12,12.52,193.26,246.43,200.54,60.48,58.34,68.64,71.77
-20.60,220.37,-25.66,46.35,48.27,560.20,11.83,129.02,310.56,458.54,89.04,55.25,66.96,34.36
-0.13,124.22,72.86,50.03,46.49,228.68,7.97,140.69,199.03,139.81,65.55,88.84,59.38,66.61
19.99,387.09,119.90,56.68,38.96,365.67,9.84,112.49,-88.18,143.61,59.42,31.35,17.15,37.28
2.03,334.35,50.32,14.54,70.34,303.32,16.76,228.44,-8.86,163.67,88.41,55.12,123.42,56.88
2.25,125.77,21.86,73.82,31.91,340.85,13.31,171.71,-133.12,259.56,60.67,80.53,144.69,51.13
-13.69,358.28,55.88,116.70,63.40,337.31,13.13,127.61,103.14,155.76,61.66,51.44,32.23,89.82
53.07,364.11,94.66,35.40,45.32,177.67,10.89,147.27,38.87,194.95,80.07,59.19,49.32,33.27
21.04,175.90,97.15,59.16,51.02,389.56,16.35,122.68,-26.67,268.72,72.79,53.17,5.65,37.34
-35.96,124.44,-1.14,84.19,37.75,219.59,5.78,129.59,-245.48,129.55,67.33,77.50,121.88,30.94
-12.63,345.03,104.56,69.18,50.48,410.29,8.82,157.13,-65.31,182.22,64.96,84.49,89.62,50.75
46.52,244.18,56.35,61.83,64.48,413.15,11.71,156.90,-88.17,172.19,43.66,28.18,-45.14,41.05
-29.49,130.59,121.61,71.19,18.80,353.05,9.44,192.08,-142.68,151.47,53.66,52.18,102.54,27.41
33.50,169.04,46.01,50.35,49.31,350.88,22.67,183.61,136.82,192.22,64.66,67.37,9.01,55.94
-38.19,390.16,-4.14,43.99,35.28,397.35,14.37,111.59,359.59,167.78,72.21,78.26,140.46,37.92
46.62,130.54,62.12,33.91,42.62,387.90,10.33,135.49,104.79,171.88,99.46,40.67,168.48,51.92
-27.96,173.93,46.05,76.25,55.74,547.79,10.97,150.37,-166.50,396.04,69.11,55.64,62.27,50.12
109.12,153.93,153.00,43.94,38.99,476.47,19.95,270.40,-232.65,201.94,64.71,126.46,78.10,40.49
-94.30,149.04,-8.28,37.96,88.13,335.45,17.19,161.81,202.28,340.21,66.82,56.77,7.91,81.06
5.25,305.13,44.67,58.72,61.48,389.74,17.39,106.68,47.71,344.17,65.43,26.84,58.15,41.91
77.58,300.78,49.49,122.53,58.58,403.67,12.81,133.90,-46.33,153.66,71.64,39.17,59.84,54.36
-44.81,157.27,76.86,62.31,40.17,269.28,8.19,143.72,-205.95,230.57,72.09,55.76,53.74,33.80
-21.29,114.79,9.28,57.95,89.53,224.43,16.91,220.01,50.61,145.57,68.02,44.66,132.19,26.75
-32.62,349.74,25.78,94.18,39.33,250.13,11.28,132.66,42.55,653.29,57.04,45.15,36.74,42.79
-5.89,216.00,49.47,89.32,42.21,254.49,18.30,167.65,111.23,350.42,43.66,39.36,126.36,24.09
19.35,82.44,3.51,62.15,126.21,239.43,22.46,159.23,184.23,169.56,43.66,38.41,155.98,45.80
-14.82,141.60,83.47,59.06,88.00,299.43,20.40,148.51,-84.43,160.21,43.66,41.51,31.00,56.62
-85.90,119.65,15.15,166.87,51.45,318.90,22.67,176.90,49.58,323.57,66.83,24.42,81.37,53.34
-21.85,82.44,72.84,66.60,48.01,326.02,16.75,158.93,-155.20,126.25,71.45,48.12,54.02,52.54
-33.18,188.42,-22.85,63.56,22.29,335.09,19.98,195.48,-4.94,423.66,62.63,51.13,45.92,66.86
83.41,196.64,65.88,58.95,114.98,290.91,10.63,149.46,120.74,287.62,64.67,40.59,58.70,31.38
-2.84,151.18,-6.87,78.65,51.26,255.34,10.06,164.82,-69.75,123.47,59.50,32.07,84.94,73.52
47.05,231.63,80.83,27.25,79.48,306.27,14.20,151.24,-300.19,152.56,59.84,58.23,30.18,62.19
4.61,82.44,190.34,26.12,77.56,472.31,10.14,156.55,-42.88,122.80,58.86,13.78,56.77,61.89
38.24,193.42,37.67,40.94,28.85,217.97,9.94,197.24,-164.78,163.37,63.29,22.12,197.60,69.36
5.02,166.27,-60.70,56.58,29.95,513.68,15.48,136.54,48.79,208.47,70.06,58.16,58.95,26.33
51.57,257.76,33.97,65.97,48.64,193.12,10.25,141.08,-110.86,143.02,66.57,80.93,77.30,24.60
-19.33,203.08,70.53,62.22,71.07,264.06,18.89,220.71,-162.10,193.14,56.02,79.50,48.89,51.99
24.43,377.39,76.61,51.84,151.56,347.32,13.00,214.38,-171.67,402.77,94.69,21.62,99.62,46.94
-53.11,188.85,77.96,76.67,153.46,388.02,16.61,166.76,14.64,132.02,89.03,33.49,48.99,120.76
20.91,126.84,-10.14,90.07,27.90,225.90,23.01,182.67,-104.37,232.88,61.20,53.72,5.52,35.33
70.70,170.19,220.56,106.12,50.76,441.58,13.81,192.30,64.79,263.51,62.94,51.29,45.63,22.82
45.63,263.88,42.81,54.07,117.74,371.39,17.56,154.75,-260.29,268.50,63.64,46.81,47.33,42.85
91.26,146.61,29.33,46.56,61.43,263.33,9.65,139.51,63.47,133.59,57.29,34.51,73.49,38.28
-15.40,189.82,-2.82,73.27,44.12,345.33,12.04,110.74,31.74,167.43,56.82,84.27,102.53,48.30
-12.23,193.79,62.14,55.22,48.52,371.41,9.37,122.02,270.21,296.20,72.88,48.41,0.87,46.30
-37.11,386.85,5.62,31.51,25.98,342.15,7.43,152.60,-250.66,273.54,88.97,126.39,74.36,37.44
14.72,168.40,114.00,66.17,23.49,298.66,5.90,157.90,-128.41,182.45,63.91,51.29,34.72,29.45
-24.26,231.35,28.92,30.55,58.73,293.93,7.50,137.24,217.85,194.24,55.24,146.82,23.43,52.13
31.12,313.17,56.20,41.18,40.01,244.64,21.16,123.43,417.82,225.05,60.30,43.10,13.25,38.33
23.15,408.41,-0.20,24.59,70.55,158.12,7.33,124.54,118.30,280.25,61.35,47.26,27.43,72.62
110.27,232.43,11.96,27.30,104.97,352.48,12.57,183.26,50.40,199.07,72.00,37.30,15.93,35.96
-44.92,457.94,44.52,83.85,44.65,304.65,12.58,134.91,106.84,274.58,57.28,53.79,92.26,53.83
5.30,162.61,-51.35,66.41,63.45,275.82,12.81,194.92,-108.42,165.32,64.50,36.96,266.41,62.49
26.22,148.37,24.49,42.36,81.73,584.10,9.36,204.70,3.05,139.13,66.11,53.50,48.26,87.96
-8.74,177.29,4.31,99.80,43.28,359.62,12.63,157.62,-599.19,160.44,58.18,38.11,94.33,36.22
-115.22,260.38,60.94,73.58,78.71,413.38,14.36,154.06,-117.88,171.23,75.57,82.95,112.96,44.98
-18.82,264.14,45.63,30.57,39.43,158.05,21.38,128.27,-84.35,339.86,56.17,41.03,43.27,88.96
5.79,121.90,49.38,70.20,60.56,198.82,12.19,175.08,-49.28,280.65,72.14,60.14,40.25,78.09
-0.84,227.14,9.55,55.61,94.05,255.18,10.90,206.27,100.80,194.48,60.21,50.47,131.52,49.95
-36.09,127.84,40.96,98.50,72.48,269.87,9.46,148.30,-173.57,289.97,43.66,47.84,172.58,53.76
24.51,82.44,41.33,51.56,86.96,326.05,9.37,165.08,-179.65,160.23,63.81,41.35,120.14,40.16
6.85,82.44,49.10,124.98,52.70,283.98,15.13,181.10,0.08,239.14,62.84,41.09,81.02,21.84
-7.80,122.09,40.64,40.47,112.23,294.53,13.67,118.44,20.09,184.49,60.15,79.66,63.36,107.60
103.95,285.29,57.94,53.98,58.39,354.13,8.63,156.96,100.45,183.59,61.64,44.74,15.94,44.30
69.13,138.81,8.51,70.23,62.65,383.63,9.75,180.92,-129.34,170.79,63.99,58.67,41.15,49.95
-23.54,164.13,18.45,55.72,93.89,351.76,13.67,225.27,-12.55,177.79,55.72,25.67,63.00,39.58
65.01,149.63,76.17,43.55,56.67,244.74,12.40,181.59,-250.81,244.18,63.79,46.41,136.48,42.93
4.06,244.47,68.51,65.44,35.77,322.61,13.51,261.69,-40.03,208.25,77.08,37.17,123.93,30.25
-16.65,209.76,-38.22,46.21,38.84,198.91,4.90,125.05,-358.53,318.76,109.54,89.09,101.21,54.70
34.24,211.83,13.06,61.17,36.13,268.94,13.33,116.44,131.49,229.66,67.96,53.16,78.33,52.63
-7.19,155.34,28.85,81.15,57.30,234.33,13.79,210.53,294.90,393.05,59.42,56.36,93.36,55.69
23.84,254.28,39.83,71.88,70.40,219.20,14.13,155.28,12.00,175.16,79.08,73.50,130.75,23.35
50.57,115.13,2.97,103.05,29.86,480.27,8.26,132.55,58.82,200.65,73.40,103.40,112.04,22.23
10.40,114.93,-2.68,63.88,28.05,371.11,21.35,154.47,18.44,328.42,62.34,200.76,80.42,94.04
-13.22,265.62,1.84,75.38,74.36,312.36,11.42,99.25,5.72,194.76,73.08,44.88,102.31,53.48
19.89,233.34,80.08,46.80,75.80,496.55,11.58,151.40,410.85,501.24,59.26,26.45,74.78,34.79
-24.14,164.83,83.80,44.21,37.47,271.64,14.72,133.88,-216.15,169.61,78.73,98.75,36.06,19.25
59.80,82.44,15.56,47.41,66.17,326.03,11.06,163.38,394.05,311.44,65.99,39.05,64.04,24.25
-5.46,203.13,-20.83,38.01,61.83,431.57,9.43,122.65,8.45,243.40,92.85,75.22,180.49,31.82
16.34,336.66,89.13,53.25,33.18,525.87,14.08,188.07,164.62,197.07,56.84,38.31,137.88,42.23
-0.53,167.60,89.06,80.69,130.97,318.46,12.44,122.50,31.71,197.56,82.23,36.82,19.26,37.76
15.02,187.07,23.46,34.44,54.80,327.63,9.58,170.68,-270.93,138.16,43.66,68.56,-1.19,38.85
16.09,122.80,-4.79,49.42,66.39,468.25,10.81,160.64,224.85,267.07,66.93,131.62,56.07,41.79
-7.43,145.08,-1.05,44.40,49.48,186.82,15.11,102.61,181.61,207.85,61.22,39.14,45.64,23.44
-19.69,123.69,-6.57,80.72,81.61,137.07,11.68,162.88,17.78,169.10,64.06,54.14,92.09,57.44
-37.60,163.56,54.78,109.80,60.98,389.26,9.91,119.79,10.20,141.64,58.60,59.35,69.28,58.00
124.67,240.93,99.98,56.73,78.39,262.74,5.30,147.30,-210.22,171.90,72.91,15.28,21.00,43.71
14.39,144.56,159.19,46.32,35.63,297.23,6.07,134.51,91.21,292.62,62.48,49.94,56.75,63.18
-53.92,252.75,61.74,33.43,37.42,228.89,8.33,167.29,19.01,259.94,75.29,69.98,69.64,74.13
4.46,163.82,19.73,90.68,77.13,449.63,12.08,127.03,-400.97,138.49,59.81,145.92,76.33,54.77
12.15,184.02,51.50,67.41,55.25,312.06,17.64,121.56,6.60,165.86,74.45,31.36,294.73,47.43
-46.89,195.09,51.90,123.09,106.33,431.02,15.59,155.87,82.74,207.75,67.68,83.89,69.85,39.32
-124.71,148.30,46.55,57.18,83.11,306.76,10.54,130.09,71.85,242.90,72.52,46.80,76.35,53.35
102.70,127.75,17.69,99.69,67.80,370.25,9.12,141.75,-28.62,167.41,75.05,28.39,81.18,53.60
-8.17,190.39,29.65,53.61,60.26,271.62,6.21,127.68,-142.05,188.92,102.13,38.73,122.90,145.60
11.68,303.12,41.72,41.74,58.06,211.45,16.49,168.51,-293.56,358.23,62.87,371.30,30.05,40.22
-22.27,129.49,47.23,30.17,66.49,330.90,20.61,144.95,-8.10,286.19,66.96,41.54,22.32,49.50
67.76,192.42,71.70,28.73,67.97,339.54,18.07,186.66,151.54,174.76,63.51,43.07,74.19,46.00
-30.87,174.97,75.94,94.91,34.43,314.33,10.34,120.94,-36.26,173.73,58.42,46.56,87.48,96.15
8.61,134.32,116.41,76.38,36.20,195.08,21.11,134.67,-77.53,203.12,72.11,40.54,27.85,43.56
-29.74,227.11,83.39,93.70,85.18,325.21,13.39,132.00,-75.62,338.61,55.49,53.87,54.77,42.74
-2.03,171.62,71.67,53.66,52.37,190.13,21.38,112.96,248.35,262.94,60.15,23.26,79.73,39.83
-0.06,158.90,89.39,73.84,20.62,278.86,21.58,103.17,-19.67,162.91,80.84,52.03,75.60,43.46
-7.52,82.44,40.63,106.27,35.15,391.08,6.91,136.91,-115.56,128.41,70.22,68.48,118.18,34.80
-15.57,195.99,18.69,124.06,53.90,476.90,12.64,121.31,308.84,183.25,64.33,156.75,89.40,27.75
-18.59,252.96,164.49,83.41,14.76,381.60,14.53,178.29,-72.17,117.57,83.14,28.29,23.11,36.02
-44.07,175.75,4.47,78.26,63.49,286.75,7.38,139.88,-199.30,223.48,101.94,68.61,46.74,75.31
-1.62,135.71,38.35,65.41,68.16,312.93,10.02,184.00,-44.78,122.33,63.05,43.76,78.70,28.51
27.65,133.68,66.81,55.43,68.08,814.49,13.79,140.23,61.60,141.68,64.39,13.58,56.85,53.76
-45.62,203.64,52.73,58.18,53.27,228.07,15.66,182.01,-718.71,259.82,57.71,61.98,37.87,61.40
113.99,118.99,91.76,49.79,65.01,408.21,15.87,170.45,-167.43,389.50,54.22,79.42,160.99,27.54
34.62,222.46,42.35,68.15,33.09,644.73,6.90,162.91,-64.59,186.12,57.08,38.93,29.62,54.63
-49.53,150.37,79.26,32.21,59.40,349.62,9.68,164.58,17.23,343.15,59.96,74.33,64.95,25.85
-112.86,163.37,93.30,49.72,76.74,247.74,8.88,183.13,-284.03,183.22,67.62,90.24,133.86,37.12
-12.15,119.63,88.71,67.00,53.22,299.76,21.04,132.38,163.19,332.73,60.22,51.78,127.23,51.02
-26.96,137.35,-17.40,60.16,57.71,218.81,15.52,176.62,91.03,252.16,63.70,78.46,64.81,21.76
-6.03,111.68,49.21,27.77,64.41,328.82,19.83,225.03,-25.76,185.95,65.88,47.23,67.99,51.40
26.47,122.80,50.32,64.38,51.47,389.09,11.49,156.50,326.81,161.97,78.11,63.26,49.39,52.10
-14.53,121.81,-8.50,67.46,50.28,307.66,15.92,149.84,20.49,101.20,58.34,89.19,150.20,48.26
32.04,175.41,71.46,45.27,87.94,273.05,11.66,142.54,-571.93,139.21,61.46,25.47,50.68,87.69
-16.98,222.77,28.61,53.87,52.78,438.25,12.68,138.17,0.47,112.36,66.59,65.42,49.68,38.26
84.43,139.43,-35.04,60.10,47.69,471.66,10.55,242.23,-16.80,155.09,78.07,51.39,151.66,55.20
2.90,200.37,91.81,58.03,32.77,352.48,12.51,259.57,100.80,287.79,59.34,55.92,82.06,38.00
16.21,123.60,33.08,70.44,27.31,199.97,13.63,192.80,72.61,136.74,61.66,30.21,64.65,45.77
-30.25,322.73,80.46,70.17,42.26,510.82,22.28,156.39,-42.25,302.94,56.57,60.07,100.16,64.30
57.58,582.36,13.78,65.86,73.25,550.69,11.36,231.97,-431.72,240.99,58.26,64.58,15.77,76.96
-24.01,207.89,23.07,51.45,77.36,502.31,9.19,214.63,-230.41,256.72,72.56,101.15,56.11,27.84
13.77,126.90,-4.43,51.53,36.52,287.57,14.67,143.07,-40.97,156.00,59.35,45.86,158.01,59.43
2.01,160.04,93.73,106.16,47.33,160.28,13.51,159.95,-336.05,176.52,77.94,59.35,133.36,79.09
-14.25,326.07,17.43,95.75,25.73,390.68,25.79,149.48,202.40,129.26,81.01,49.77,95.84,36.67
21.05,283.65,26.04,54.30,65.90,295.18,18.17,194.33,14.30,301.01,77.87,52.79,35.33,33.25
40.90,194.18,1.50,91.05,45.16,472.29,13.54,157.66,-62.72,169.03,54.80,67.93,113.06,36.49
6.82,162.50,65.64,55.23,28.12,422.71,11.15,168.64,-505.44,225.96,57.05,123.72,112.52,54.66
-40.91,373.72,16.13,44.19,15.89,332.21,17.90,222.73,121.03,182.63,60.91,97.51,68.81,30.57
-15.10,82.44,77.74,76.86,25.14,305.49,5.15,160.85,106.28,175.58,43.66,33.26,65.87,48.55
-6.83,134.80,-39.76,92.53,45.55,448.23,13.72,155.70,176.19,171.05,67.44,67.94,66.60,54.03
6.94,115.57,46.68,47.09,63.79,260.80,7.76,132.66,-500.43,107.82,86.27,18.25,51.82,63.82
-47.63,140.33,86.19,90.28,66.92,313.62,18.29,150.35,-87.63,178.82,61.95,48.39,31.42,27.92
24.06,206.38,44.08,69.81,55.29,521.62,17.80,128.20,-211.38,371.21,55.65,38.42,60.85,48.32
29.30,136.54,-6.26,71.76,98.97,203.05,14.89,187.18,-34.71,436.06,77.52,48.63,123.34,16.04
-5.29,222.20,43.09,51.40,87.76,301.59,15.60,186.16,609.92,228.84,43.66,52.88,172.09,16.08
-13.47,182.52,28.74,37.67,16.81,394.78,15.81,133.21,-353.88,219.56,76.05,33.05,111.79,54.36
89.75,150.96,73.92,56.26,65.72,338.46,10.40,180.15,-936.38,143.63,90.14,33.39,57.53,55.79
3.21,82.44,63.63,90.79,53.72,266.58,16.83,195.35,-91.24,210.43,62.25,75.82,80.06,35.06
